1GAT[0] PRI_INPUT (6254,4680)
In 524th Iteration, Delay Improved to: 2.16597e-07ns
In 525th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_10_n691 To: 4.11e-08m
In 525th Iteration, Delay Improved to: 2.16513e-07ns
In 526th Iteration, Delay Improved this time by changing: input magnet(s) of n1285 To: 4.11e-08m
In 526th Iteration, Delay Improved to: 2.16507e-07ns
In 527th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n527_1_n532 To: 4.11e-08m
In 527th Iteration, Delay Improved to: 2.16495e-07ns
In 528th Iteration, Delay Improved this time by changing: input magnet(s) of n1122 To: 4.11e-08m
In 528th Iteration, Delay Improved to: 2.16485e-07ns
In 529th Iteration, Delay Improved this time by changing: output magnet(s) of n345 To: 4.11e-08m
In 529th Iteration, Delay Improved to: 2.16478e-07ns
In 530th Iteration, Delay Improved this time by changing: input magnet(s) of n1527 To: 4.11e-08m
In 530th Iteration, Delay Improved to: 2.16472e-07ns
In 531th Iteration, Delay Improved this time by changing: input magnet(s) of n755 To: 4.11e-08m
In 531th Iteration, Delay Improved to: 2.16472e-07ns
In 532th Iteration, Delay Improved this time by changing: input magnet(s) of n424 To: 4.11e-08m
In 532th Iteration, Delay Improved to: 2.16467e-07ns
In 533th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n822_0_n825 To: 4.11e-08m
In 533th Iteration, Delay Improved to: 2.16466e-07ns
In 534th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_205GAT[12]_1_n959 To: 4.11e-08m
In 534th Iteration, Delay Improved to: 2.16456e-07ns
In 535th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1514_0_n1745 To: 4.11e-08m
In 535th Iteration, Delay Improved to: 2.16453e-07ns
In 536th Iteration, Delay Improved this time by changing: input magnet(s) of n2000 To: 4.11e-08m
In 536th Iteration, Delay Improved to: 2.16442e-07ns
In 537th Iteration, Delay Improved this time by changing: input magnet(s) of n1782 To: 4.11e-08m
In 537th Iteration, Delay Improved to: 2.16427e-07ns
In 538th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_205GAT[12]_3_n823 To: 4.11e-08m
In 538th Iteration, Delay Improved to: 2.16427e-07ns
In 539th Iteration, Delay Improved this time by changing: input magnet(s) of n1159 To: 4.11e-08m
In 539th Iteration, Delay Improved to: 2.16402e-07ns
In 540th Iteration, Delay Improved this time by changing: input magnet(s) of n1463 To: 4.11e-08m
In 540th Iteration, Delay Improved to: 2.16401e-07ns
In 541th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1648_0_n2002 To: 4.11e-08m
In 541th Iteration, Delay Improved to: 2.16389e-07ns
In 542th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1126_0_n1128 To: 4.11e-08m
In 542th Iteration, Delay Improved to: 2.1638e-07ns
In 543th Iteration, Delay Improved this time by changing: output magnet(s) of n934 To: 4.11e-08m
In 543th Iteration, Delay Improved to: 2.16359e-07ns
In 544th Iteration, Delay Improved this time by changing: input magnet(s) of n1449 To: 4.11e-08m
In 544th Iteration, Delay Improved to: 2.16325e-07ns
In 545th Iteration, Delay Improved this time by changing: input magnet(s) of n1191 To: 4.11e-08m
In 545th Iteration, Delay Improved to: 2.16318e-07ns
In 546th Iteration, Delay Improved this time by changing: input magnet(s) of n827 To: 4.11e-08m
In 546th Iteration, Delay Improved to: 2.16318e-07ns
In 547th Iteration, Delay Improved this time by changing: input magnet(s) of n1620 To: 4.11e-08m
In 547th Iteration, Delay Improved to: 2.16295e-07ns
In 548th Iteration, Delay Improved this time by changing: output magnet(s) of n1391 To: 4.11e-08m
In 548th Iteration, Delay Improved to: 2.16282e-07ns
In 549th Iteration, Delay Improved this time by changing: input magnet(s) of n1144 To: 4.11e-08m
In 549th Iteration, Delay Improved to: 2.16258e-07ns
In 550th Iteration, Delay Improved this time by changing: input magnet(s) of n1247 To: 4.11e-08m
In 550th Iteration, Delay Improved to: 2.16243e-07ns
In 551th Iteration, Delay Improved this time by changing: input magnet(s) of n1804 To: 4.11e-08m
In 551th Iteration, Delay Improved to: 2.16177e-07ns
In 552th Iteration, Delay Improved this time by changing: input magnet(s) of n1391 To: 4.11e-08m
In 552th Iteration, Delay Improved to: 2.16018e-07ns
In 553th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1389_0_n1390 To: 4.11e-08m
In 553th Iteration, Delay Improved to: 2.15978e-07ns
In 554th Iteration, Delay Improved this time by changing: input magnet(s) of n372 To: 4.11e-08m
In 554th Iteration, Delay Improved to: 2.15978e-07ns
In 555th Iteration, Delay Improved this time by changing: input magnet(s) of n1130 To: 4.11e-08m
In 555th Iteration, Delay Improved to: 2.15971e-07ns
In 556th Iteration, Delay Improved this time by changing: output magnet(s) of n1256 To: 4.11e-08m
In 556th Iteration, Delay Improved to: 2.15858e-07ns
In 557th Iteration, Delay Improved this time by changing: output magnet(s) of n363 To: 4.11e-08m
In 557th Iteration, Delay Improved to: 2.15853e-07ns
In 558th Iteration, Delay Improved this time by changing: input magnet(s) of n1253 To: 4.11e-08m
In 558th Iteration, Delay Improved to: 2.15843e-07ns
In 559th Iteration, Delay Improved this time by changing: output magnet(s) of n305 To: 4.11e-08m
In 559th Iteration, Delay Improved to: 2.15874e-07ns
In 560th Iteration, Delay Improved this time by changing: input magnet(s) of n375 To: 4.11e-08m
In 560th Iteration, Delay Improved to: 2.15829e-07ns
In 561th Iteration, Delay Improved this time by changing: input magnet(s) of n1265 To: 4.11e-08m
In 561th Iteration, Delay Improved to: 2.15783e-07ns
In 562th Iteration, Delay Improved this time by changing: output magnet(s) of n405 To: 4.11e-08m
In 562th Iteration, Delay Improved to: 2.15774e-07ns
In 563th Iteration, Delay Improved this time by changing: output magnet(s) of n848 To: 4.11e-08m
In 563th Iteration, Delay Improved to: 2.15744e-07ns
In 564th Iteration, Delay Improved this time by changing: input magnet(s) of n998 To: 4.11e-08m
In 564th Iteration, Delay Improved to: 2.15724e-07ns
In 565th Iteration, Delay Improved this time by changing: output magnet(s) of n432 To: 4.11e-08m
In 565th Iteration, Delay Improved to: 2.15712e-07ns
In 566th Iteration, Delay Improved this time by changing: input magnet(s) of n542 To: 4.11e-08m
In 566th Iteration, Delay Improved to: 2.15703e-07ns
In 567th Iteration, Delay Improved this time by changing: input magnet(s) of n1279 To: 4.11e-08m
In 567th Iteration, Delay Improved to: 2.15701e-07ns
In 568th Iteration, Delay Improved this time by changing: input magnet(s) of n973 To: 4.11e-08m
In 568th Iteration, Delay Improved to: 2.15695e-07ns
In 569th Iteration, Delay Improved this time by changing: output magnet(s) of n360 To: 4.11e-08m
In 569th Iteration, Delay Improved to: 2.15663e-07ns
In 570th Iteration, Delay Improved this time by changing: input magnet(s) of n338 To: 4.11e-08m
In 570th Iteration, Delay Improved to: 2.15658e-07ns
In 571th Iteration, Delay Improved this time by changing: input magnet(s) of n407 To: 4.11e-08m
In 571th Iteration, Delay Improved to: 2.15626e-07ns
In 572th Iteration, Delay Improved this time by changing: input magnet(s) of n694 To: 4.11e-08m
In 572th Iteration, Delay Improved to: 2.15509e-07ns
In 573th Iteration, Delay Improved this time by changing: input magnet(s) of n270 To: 4.11e-08m
In 573th Iteration, Delay Improved to: 2.15505e-07ns
In 574th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_0_n299 To: 4.11e-08m
In 574th Iteration, Delay Improved to: 2.15487e-07ns
In 575th Iteration, Delay Improved this time by changing: output magnet(s) of n323 To: 4.11e-08m
In 575th Iteration, Delay Improved to: 2.15463e-07ns
In 576th Iteration, Delay Improved this time by changing: output magnet(s) of n378 To: 4.11e-08m
In 576th Iteration, Delay Improved to: 2.15449e-07ns
In 577th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1271_0_n1285 To: 4.11e-08m
In 577th Iteration, Delay Improved to: 2.15429e-07ns
In 578th Iteration, Delay Improved this time by changing: input magnet(s) of n975 To: 4.11e-08m
In 578th Iteration, Delay Improved to: 2.15406e-07ns
In 579th Iteration, Delay Improved this time by changing: input magnet(s) of n526 To: 4.11e-08m
In 579th Iteration, Delay Improved to: 2.15382e-07ns
In 580th Iteration, Delay Improved this time by changing: output magnet(s) of n340 To: 4.11e-08m
In 580th Iteration, Delay Improved to: 2.15338e-07ns
In 581th Iteration, Delay Improved this time by changing: input magnet(s) of n521 To: 4.11e-08m
In 581th Iteration, Delay Improved to: 2.15333e-07ns
In 582th Iteration, Delay Improved this time by changing: input magnet(s) of n415 To: 4.11e-08m
In 582th Iteration, Delay Improved to: 2.15327e-07ns
In 583th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_103GAT[6]_1_n299 To: 4.11e-08m
In 583th Iteration, Delay Improved to: 2.15319e-07ns
In 584th Iteration, Delay Improved this time by changing: input magnet(s) of n1182 To: 4.11e-08m
In 584th Iteration, Delay Improved to: 2.15315e-07ns
In 585th Iteration, Delay Improved this time by changing: output magnet(s) of n372 To: 4.11e-08m
In 585th Iteration, Delay Improved to: 2.15311e-07ns
In 586th Iteration, Delay Improved this time by changing: input magnet(s) of n976 To: 4.11e-08m
In 586th Iteration, Delay Improved to: 2.15306e-07ns
In 587th Iteration, Delay Improved this time by changing: input magnet(s) of n1306 To: 4.11e-08m
In 587th Iteration, Delay Improved to: 2.15304e-07ns
In 588th Iteration, Delay Improved this time by changing: input magnet(s) of n1291 To: 4.11e-08m
In 588th Iteration, Delay Improved to: 2.15297e-07ns
In 589th Iteration, Delay Improved this time by changing: input magnet(s) of n621 To: 4.11e-08m
In 589th Iteration, Delay Improved to: 2.15293e-07ns
In 590th Iteration, Delay Improved this time by changing: output magnet(s) of n352 To: 4.11e-08m
In 590th Iteration, Delay Improved to: 2.15262e-07ns
In 591th Iteration, Delay Improved this time by changing: input magnet(s) of n336 To: 4.11e-08m
In 591th Iteration, Delay Improved to: 2.15246e-07ns
In 592th Iteration, Delay Improved this time by changing: input magnet(s) of n1591 To: 4.11e-08m
In 592th Iteration, Delay Improved to: 2.15191e-07ns
In 593th Iteration, Delay Improved this time by changing: input magnet(s) of n433 To: 4.11e-08m
In 593th Iteration, Delay Improved to: 2.15178e-07ns
In 594th Iteration, Delay Improved this time by changing: input magnet(s) of n1486 To: 4.11e-08m
In 594th Iteration, Delay Improved to: 2.15178e-07ns
In 595th Iteration, Delay Improved this time by changing: input magnet(s) of n438 To: 4.11e-08m
In 595th Iteration, Delay Improved to: 2.15171e-07ns
In 596th Iteration, Delay Improved this time by changing: output magnet(s) of n1265 To: 4.11e-08m
In 596th Iteration, Delay Improved to: 2.1517e-07ns
In 597th Iteration, Delay Improved this time by changing: output magnet(s) of n694 To: 4.11e-08m
In 597th Iteration, Delay Improved to: 2.15148e-07ns
In 598th Iteration, Delay Improved this time by changing: input magnet(s) of n369 To: 4.11e-08m
In 598th Iteration, Delay Improved to: 2.15147e-07ns
In 599th Iteration, Delay Improved this time by changing: output magnet(s) of n1362 To: 4.11e-08m
In 599th Iteration, Delay Improved to: 2.15114e-07ns
In 600th Iteration, Delay Improved this time by changing: input magnet(s) of n537 To: 4.11e-08m
In 600th Iteration, Delay Improved to: 2.15098e-07ns
In 601th Iteration, Delay Improved this time by changing: output magnet(s) of n514 To: 4.11e-08m
In 601th Iteration, Delay Improved to: 2.15059e-07ns
In 602th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n418_0_n424 To: 4.11e-08m
In 602th Iteration, Delay Improved to: 2.15049e-07ns
In 603th Iteration, Delay Improved this time by changing: input magnet(s) of n681 To: 4.11e-08m
In 603th Iteration, Delay Improved to: 2.15028e-07ns
In 604th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1265_0_n1303 To: 4.11e-08m
In 604th Iteration, Delay Improved to: 2.14996e-07ns
In 605th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n694_0_n697 To: 4.11e-08m
In 605th Iteration, Delay Improved to: 2.14979e-07ns
In 606th Iteration, Delay Improved this time by changing: input magnet(s) of n517 To: 4.11e-08m
In 606th Iteration, Delay Improved to: 2.14971e-07ns
In 607th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1362_0_n1364 To: 4.11e-08m
In 607th Iteration, Delay Improved to: 2.14951e-07ns
In 608th Iteration, Delay Improved this time by changing: input magnet(s) of n1481 To: 4.11e-08m
In 608th Iteration, Delay Improved to: 2.1495e-07ns
In 609th Iteration, Delay Improved this time by changing: input magnet(s) of n506 To: 4.11e-08m
In 609th Iteration, Delay Improved to: 2.14902e-07ns
In 610th Iteration, Delay Improved this time by changing: output magnet(s) of n418 To: 4.11e-08m
In 610th Iteration, Delay Improved to: 2.14897e-07ns
In 611th Iteration, Delay Improved this time by changing: input magnet(s) of n1068 To: 4.11e-08m
In 611th Iteration, Delay Improved to: 2.14886e-07ns
In 612th Iteration, Delay Improved this time by changing: input magnet(s) of n1067 To: 4.11e-08m
In 612th Iteration, Delay Improved to: 2.14873e-07ns
In 613th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1265_1_n1303 To: 4.11e-08m
In 613th Iteration, Delay Improved to: 2.14858e-07ns
In 614th Iteration, Delay Improved this time by changing: output magnet(s) of n1306 To: 4.11e-08m
In 614th Iteration, Delay Improved to: 2.14857e-07ns
In 615th Iteration, Delay Improved this time by changing: output magnet(s) of n1128 To: 4.11e-08m
In 615th Iteration, Delay Improved to: 2.14834e-07ns
In 616th Iteration, Delay Improved this time by changing: input magnet(s) of n952 To: 4.11e-08m
In 616th Iteration, Delay Improved to: 2.14824e-07ns
In 617th Iteration, Delay Improved this time by changing: output magnet(s) of n400 To: 4.11e-08m
In 617th Iteration, Delay Improved to: 2.1487e-07ns
In 618th Iteration, Delay Improved this time by changing: input magnet(s) of n562 To: 4.11e-08m
In 618th Iteration, Delay Improved to: 2.14813e-07ns
In 619th Iteration, Delay Improved this time by changing: input magnet(s) of n400 To: 4.11e-08m
In 619th Iteration, Delay Improved to: 2.14808e-07ns
In 620th Iteration, Delay Improved this time by changing: input magnet(s) of n1022 To: 4.11e-08m
In 620th Iteration, Delay Improved to: 2.14807e-07ns
In 621th Iteration, Delay Improved this time by changing: output magnet(s) of n1486 To: 4.11e-08m
In 621th Iteration, Delay Improved to: 2.14752e-07ns
In 622th Iteration, Delay Improved this time by changing: input magnet(s) of n842 To: 4.11e-08m
In 622th Iteration, Delay Improved to: 2.14719e-07ns
In 623th Iteration, Delay Improved this time by changing: input magnet(s) of n1303 To: 4.11e-08m
In 623th Iteration, Delay Improved to: 2.14718e-07ns
In 624th Iteration, Delay Improved this time by changing: input magnet(s) of n1308 To: 4.11e-08m
In 624th Iteration, Delay Improved to: 2.14659e-07ns
In 625th Iteration, Delay Improved this time by changing: output magnet(s) of n596 To: 4.11e-08m
In 625th Iteration, Delay Improved to: 2.14787e-07ns
In 626th Iteration, Delay Improved this time by changing: input magnet(s) of n467 To: 4.11e-08m
In 626th Iteration, Delay Improved to: 2.14646e-07ns
In 627th Iteration, Delay Improved this time by changing: input magnet(s) of n1146 To: 4.11e-08m
In 627th Iteration, Delay Improved to: 2.14643e-07ns
In 628th Iteration, Delay Improved this time by changing: input magnet(s) of n508 To: 4.11e-08m
In 628th Iteration, Delay Improved to: 2.14629e-07ns
In 629th Iteration, Delay Improved this time by changing: input magnet(s) of n1007 To: 4.11e-08m
In 629th Iteration, Delay Improved to: 2.14616e-07ns
In 630th Iteration, Delay Improved this time by changing: input magnet(s) of n1117 To: 4.11e-08m
In 630th Iteration, Delay Improved to: 2.1458e-07ns
In 631th Iteration, Delay Improved this time by changing: output magnet(s) of n1182 To: 4.11e-08m
