ID0[0] PRI_INPUT (3086,786)
In 362th Iteration, Delay Improved this time by changing: output magnet(s) of n413 To: 4.11e-08m
In 362th Iteration, Delay Improved to: 5.49481e-08ns
In 363th Iteration, Delay Improved this time by changing: input magnet(s) of n662 To: 4.11e-08m
In 363th Iteration, Delay Improved to: 5.49361e-08ns
In 364th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n673_4_n674 To: 4.11e-08m
In 364th Iteration, Delay Improved to: 5.49278e-08ns
In 365th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n692_4_n705 To: 4.11e-08m
In 365th Iteration, Delay Improved to: 5.49185e-08ns
In 366th Iteration, Delay Improved this time by changing: input magnet(s) of n455 To: 4.11e-08m
In 366th Iteration, Delay Improved to: 5.48864e-08ns
In 367th Iteration, Delay Improved this time by changing: output magnet(s) of n545 To: 4.11e-08m
In 367th Iteration, Delay Improved to: 5.48792e-08ns
In 368th Iteration, Delay Improved this time by changing: input magnet(s) of n503 To: 4.11e-08m
In 368th Iteration, Delay Improved to: 5.48719e-08ns
In 369th Iteration, Delay Improved this time by changing: output magnet(s) of n99 To: 4.11e-08m
In 369th Iteration, Delay Improved to: 5.48605e-08ns
In 370th Iteration, Delay Improved this time by changing: input magnet(s) of n673 To: 4.11e-08m
In 370th Iteration, Delay Improved to: 5.4816e-08ns
In 371th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n411_3_n454 To: 4.11e-08m
In 371th Iteration, Delay Improved to: 5.47959e-08ns
In 372th Iteration, Delay Improved this time by changing: input magnet(s) of n407 To: 4.11e-08m
In 372th Iteration, Delay Improved to: 5.47579e-08ns
In 373th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n411_2_n412 To: 4.11e-08m
In 373th Iteration, Delay Improved to: 5.47543e-08ns
In 374th Iteration, Delay Improved this time by changing: input magnet(s) of n692 To: 4.11e-08m
In 374th Iteration, Delay Improved to: 5.47076e-08ns
In 375th Iteration, Delay Improved this time by changing: input magnet(s) of n481 To: 4.11e-08m
In 375th Iteration, Delay Improved to: 5.47063e-08ns
In 376th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n525_4_n537 To: 4.11e-08m
In 376th Iteration, Delay Improved to: 5.4685e-08ns
In 377th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_0_n149 To: 4.11e-08m
In 377th Iteration, Delay Improved to: 5.4661e-08ns
In 378th Iteration, Delay Improved this time by changing: output magnet(s) of n540 To: 4.11e-08m
In 378th Iteration, Delay Improved to: 5.46561e-08ns
In 379th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n529_1_n536 To: 4.11e-08m
In 379th Iteration, Delay Improved to: 5.46505e-08ns
In 380th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n411_4_n454 To: 4.11e-08m
In 380th Iteration, Delay Improved to: 5.46138e-08ns
In 381th Iteration, Delay Improved this time by changing: input magnet(s) of n151 To: 4.11e-08m
In 381th Iteration, Delay Improved to: 5.45878e-08ns
In 382th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n411_3_n412 To: 4.11e-08m
In 382th Iteration, Delay Improved to: 5.45646e-08ns
In 383th Iteration, Delay Improved this time by changing: output magnet(s) of n662 To: 4.11e-08m
In 383th Iteration, Delay Improved to: 5.45418e-08ns
In 384th Iteration, Delay Improved this time by changing: input magnet(s) of n538 To: 4.11e-08m
In 384th Iteration, Delay Improved to: 5.45383e-08ns
In 385th Iteration, Delay Improved this time by changing: input magnet(s) of n466 To: 4.11e-08m
In 385th Iteration, Delay Improved to: 5.45375e-08ns
In 386th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n540_0_n546 To: 4.11e-08m
In 386th Iteration, Delay Improved to: 5.44899e-08ns
In 387th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n540_0_n578 To: 4.11e-08m
In 387th Iteration, Delay Improved to: 5.44827e-08ns
In 388th Iteration, Delay Improved this time by changing: output magnet(s) of n407 To: 4.11e-08m
In 388th Iteration, Delay Improved to: 5.44512e-08ns
In 389th Iteration, Delay Improved this time by changing: input magnet(s) of n678 To: 4.11e-08m
In 389th Iteration, Delay Improved to: 5.4435e-08ns
In 390th Iteration, Delay Improved this time by changing: input magnet(s) of n198 To: 4.11e-08m
In 390th Iteration, Delay Improved to: 5.44176e-08ns
In 391th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n411_4_n412 To: 4.11e-08m
In 391th Iteration, Delay Improved to: 5.44053e-08ns
In 392th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_0_n474 To: 4.11e-08m
In 392th Iteration, Delay Improved to: 5.4388e-08ns
In 393th Iteration, Delay Improved this time by changing: input magnet(s) of n546 To: 4.11e-08m
In 393th Iteration, Delay Improved to: 5.43579e-08ns
In 394th Iteration, Delay Improved this time by changing: input magnet(s) of n674 To: 4.11e-08m
In 394th Iteration, Delay Improved to: 5.43449e-08ns
In 395th Iteration, Delay Improved this time by changing: input magnet(s) of n578 To: 4.11e-08m
In 395th Iteration, Delay Improved to: 5.43279e-08ns
In 396th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID20[20]_1_n120 To: 4.11e-08m
In 396th Iteration, Delay Improved to: 5.4319e-08ns
In 397th Iteration, Delay Improved this time by changing: input magnet(s) of n655 To: 4.11e-08m
In 397th Iteration, Delay Improved to: 5.4318e-08ns
In 398th Iteration, Delay Improved this time by changing: output magnet(s) of n481 To: 4.11e-08m
In 398th Iteration, Delay Improved to: 5.43099e-08ns
In 399th Iteration, Delay Improved this time by changing: input magnet(s) of n469 To: 4.11e-08m
In 399th Iteration, Delay Improved to: 5.43083e-08ns
In 400th Iteration, Delay Improved this time by changing: input magnet(s) of n572 To: 4.11e-08m
In 400th Iteration, Delay Improved to: 5.42909e-08ns
In 401th Iteration, Delay Improved this time by changing: input magnet(s) of n705 To: 4.11e-08m
In 401th Iteration, Delay Improved to: 5.42857e-08ns
In 402th Iteration, Delay Improved this time by changing: output magnet(s) of n389 To: 4.11e-08m
In 402th Iteration, Delay Improved to: 5.42577e-08ns
In 403th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n268_0_n487 To: 4.11e-08m
In 403th Iteration, Delay Improved to: 5.42498e-08ns
In 404th Iteration, Delay Improved this time by changing: output magnet(s) of n344 To: 4.11e-08m
In 404th Iteration, Delay Improved to: 5.42377e-08ns
In 405th Iteration, Delay Improved this time by changing: input magnet(s) of n548 To: 4.11e-08m
In 405th Iteration, Delay Improved to: 5.42359e-08ns
In 406th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_1_n474 To: 4.11e-08m
In 406th Iteration, Delay Improved to: 5.42286e-08ns
In 407th Iteration, Delay Improved this time by changing: input magnet(s) of n663 To: 4.11e-08m
In 407th Iteration, Delay Improved to: 5.41915e-08ns
In 408th Iteration, Delay Improved this time by changing: input magnet(s) of n101 To: 4.11e-08m
In 408th Iteration, Delay Improved to: 5.41761e-08ns
In 409th Iteration, Delay Improved this time by changing: input magnet(s) of n453 To: 4.11e-08m
In 409th Iteration, Delay Improved to: 5.41665e-08ns
In 410th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n481_0_n482 To: 4.11e-08m
In 410th Iteration, Delay Improved to: 5.41596e-08ns
In 411th Iteration, Delay Improved this time by changing: output magnet(s) of n550 To: 4.11e-08m
In 411th Iteration, Delay Improved to: 5.4141e-08ns
In 412th Iteration, Delay Improved this time by changing: input magnet(s) of n95 To: 4.11e-08m
In 412th Iteration, Delay Improved to: 5.41033e-08ns
In 413th Iteration, Delay Improved this time by changing: input magnet(s) of n581 To: 4.11e-08m
In 413th Iteration, Delay Improved to: 5.40472e-08ns
In 414th Iteration, Delay Improved this time by changing: input magnet(s) of n550 To: 4.11e-08m
In 414th Iteration, Delay Improved to: 5.40261e-08ns
In 415th Iteration, Delay Improved this time by changing: output magnet(s) of n546 To: 4.11e-08m
In 415th Iteration, Delay Improved to: 5.40137e-08ns
In 416th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_1_n149 To: 4.11e-08m
In 416th Iteration, Delay Improved to: 5.40056e-08ns
In 417th Iteration, Delay Improved this time by changing: output magnet(s) of n469 To: 4.11e-08m
In 417th Iteration, Delay Improved to: 5.39942e-08ns
In 418th Iteration, Delay Improved this time by changing: output magnet(s) of n572 To: 4.11e-08m
In 418th Iteration, Delay Improved to: 5.39404e-08ns
In 419th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n673_0_n682 To: 4.11e-08m
In 419th Iteration, Delay Improved to: 5.39178e-08ns
In 420th Iteration, Delay Improved this time by changing: input magnet(s) of n551 To: 4.11e-08m
In 420th Iteration, Delay Improved to: 5.38711e-08ns
In 421th Iteration, Delay Improved this time by changing: input magnet(s) of n386 To: 4.11e-08m
In 421th Iteration, Delay Improved to: 5.38687e-08ns
In 422th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID15[15]_4_n194 To: 4.11e-08m
In 422th Iteration, Delay Improved to: 5.3858e-08ns
In 423th Iteration, Delay Improved this time by changing: input magnet(s) of n350 To: 4.11e-08m
In 423th Iteration, Delay Improved to: 5.38472e-08ns
In 424th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_2_n149 To: 4.11e-08m
In 424th Iteration, Delay Improved to: 5.3847e-08ns
In 425th Iteration, Delay Improved this time by changing: output magnet(s) of n678 To: 4.11e-08m
In 425th Iteration, Delay Improved to: 5.38422e-08ns
In 426th Iteration, Delay Improved this time by changing: output magnet(s) of ID29[29] To: 4.11e-08m
In 426th Iteration, Delay Improved to: 5.38386e-08ns
In 427th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID15[15]_0_n183 To: 4.11e-08m
In 427th Iteration, Delay Improved to: 5.38255e-08ns
In 428th Iteration, Delay Improved this time by changing: output magnet(s) of n191 To: 4.11e-08m
In 428th Iteration, Delay Improved to: 5.38111e-08ns
In 429th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_0_n100 To: 4.11e-08m
In 429th Iteration, Delay Improved to: 5.37994e-08ns
In 430th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n270_0_n299 To: 4.11e-08m
In 430th Iteration, Delay Improved to: 5.37672e-08ns
In 431th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n673_1_n682 To: 4.11e-08m
In 431th Iteration, Delay Improved to: 5.37563e-08ns
In 432th Iteration, Delay Improved this time by changing: input magnet(s) of n659 To: 4.11e-08m
In 432th Iteration, Delay Improved to: 5.37554e-08ns
In 433th Iteration, Delay Improved this time by changing: input magnet(s) of n311 To: 4.11e-08m
In 433th Iteration, Delay Improved to: 5.37341e-08ns
In 434th Iteration, Delay Improved this time by changing: output magnet(s) of n581 To: 4.11e-08m
In 434th Iteration, Delay Improved to: 5.37272e-08ns
In 435th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID30[30]_6_n281 To: 4.11e-08m
In 435th Iteration, Delay Improved to: 5.37098e-08ns
In 436th Iteration, Delay Improved this time by changing: output magnet(s) of n95 To: 4.11e-08m
In 436th Iteration, Delay Improved to: 5.36808e-08ns
In 437th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_3_n149 To: 4.11e-08m
In 437th Iteration, Delay Improved to: 5.36663e-08ns
In 438th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID19[19]_2_n77 To: 4.11e-08m
In 438th Iteration, Delay Improved to: 5.36644e-08ns
In 439th Iteration, Delay Improved this time by changing: output magnet(s) of n610 To: 4.11e-08m
In 439th Iteration, Delay Improved to: 5.363e-08ns
In 440th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n572_0_n574 To: 4.11e-08m
In 440th Iteration, Delay Improved to: 5.35965e-08ns
In 441th Iteration, Delay Improved this time by changing: output magnet(s) of n577 To: 4.11e-08m
In 441th Iteration, Delay Improved to: 5.359e-08ns
In 442th Iteration, Delay Improved this time by changing: output magnet(s) of n467 To: 4.11e-08m
In 442th Iteration, Delay Improved to: 5.35637e-08ns
In 443th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_1_n100 To: 4.11e-08m
In 443th Iteration, Delay Improved to: 5.35199e-08ns
In 444th Iteration, Delay Improved this time by changing: output magnet(s) of n542 To: 4.11e-08m
In 444th Iteration, Delay Improved to: 5.34974e-08ns
In 445th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID19[19]_3_n77 To: 4.11e-08m
In 445th Iteration, Delay Improved to: 5.34858e-08ns
In 446th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n577_0_n579 To: 4.11e-08m
In 446th Iteration, Delay Improved to: 5.34704e-08ns
In 447th Iteration, Delay Improved this time by changing: input magnet(s) of n532 To: 4.11e-08m
In 447th Iteration, Delay Improved to: 5.34498e-08ns
In 448th Iteration, Delay Improved this time by changing: output magnet(s) of n402 To: 4.11e-08m
In 448th Iteration, Delay Improved to: 5.34298e-08ns
In 449th Iteration, Delay Improved this time by changing: output magnet(s) of n602 To: 4.11e-08m
In 449th Iteration, Delay Improved to: 5.33878e-08ns
In 450th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID15[15]_5_n194 To: 4.11e-08m
In 450th Iteration, Delay Improved to: 5.33824e-08ns
In 451th Iteration, Delay Improved this time by changing: input magnet(s) of n569 To: 4.11e-08m
In 451th Iteration, Delay Improved to: 5.33797e-08ns
In 452th Iteration, Delay Improved this time by changing: input magnet(s) of n554 To: 5.6307e-08m
In 452th Iteration, Delay Improved to: 5.33684e-08ns
In 453th Iteration, Delay Improved this time by changing: input magnet(s) of n200 To: 4.11e-08m
In 453th Iteration, Delay Improved to: 5.33667e-08ns
In 454th Iteration, Delay Improved this time by changing: input magnet(s) of n339 To: 4.11e-08m
In 454th Iteration, Delay Improved to: 5.33648e-08ns
In 455th Iteration, Delay Improved this time by changing: input magnet(s) of n343 To: 4.11e-08m
In 455th Iteration, Delay Improved to: 5.33559e-08ns
In 456th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID25[25]_0_n362 To: 4.11e-08m
In 456th Iteration, Delay Improved to: 5.33398e-08ns
In 457th Iteration, Delay Improved this time by changing: input magnet(s) of n579 To: 4.11e-08m
In 457th Iteration, Delay Improved to: 5.33332e-08ns
In 458th Iteration, Delay Improved this time by changing: input magnet(s) of n387 To: 4.11e-08m
In 458th Iteration, Delay Improved to: 5.33286e-08ns
In 459th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID19[19]_4_n77 To: 4.11e-08m
In 459th Iteration, Delay Improved to: 5.33235e-08ns
In 460th Iteration, Delay Improved this time by changing: input magnet(s) of n574 To: 4.11e-08m
In 460th Iteration, Delay Improved to: 5.33222e-08ns
In 461th Iteration, Delay Improved this time by changing: input magnet(s) of n602 To: 4.11e-08m
In 461th Iteration, Delay Improved to: 5.32229e-08ns
In 462th Iteration, Delay Improved this time by changing: input magnet(s) of n664 To: 4.11e-08m
In 462th Iteration, Delay Improved to: 5.3182e-08ns
In 463th Iteration, Delay Improved this time by changing: input magnet(s) of n468 To: 5.6307e-08m
In 463th Iteration, Delay Improved to: 5.31788e-08ns
In 464th Iteration, Delay Improved this time by changing: output magnet(s) of n453 To: 4.11e-08m
In 464th Iteration, Delay Improved to: 5.31723e-08ns
In 465th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_4_n149 To: 4.11e-08m
In 465th Iteration, Delay Improved to: 5.31597e-08ns
In 466th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_ID19[19]_5_n77 To: 4.11e-08m
In 466th Iteration, Delay Improved to: 5.31551e-08ns
In 467th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n95_0_n150 To: 4.11e-08m
In 467th Iteration, Delay Improved to: 5.31229e-08ns
In 468th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n99_2_n100 To: 4.11e-08m
In 468th Iteration, Delay Improved to: 5.3106e-08ns
